"Bid";"Author";"Year";"Title corrected";"General category";"Keywords";"Typology";"Period";"Subjects"
"SBL0297828";"Pilo, Giuseppe Maria";1981;"Lorenzo Giustiniani : due imprese pittoriche fra Sei e Settecento a Venezia";"arts";"painting; individuals; crafts";;"xvii; xviii";"ARTE SACRA; Venezia-pittura moderna; Venezia - Chiesa di San Pietro di Castello; Giustiniani, Lorenzo; Venezia - Chiesa di Santa Maria delle Penitenti; Arte - Venezia; XVII"
"VEA0003706";;1981;"Dalla guerra di Chioggia alla pace di Torino, 1377-1381 : mostra documentaria, 27 giugno-27 settembre 1981";"history";"politics";"catalogue";"middle ages";"VENEZIA (PROV.); VENEZIA <REPUBBLICA> - Storia - 1377-1381 - Documenti; GUERRA DI CHIOGGIA - 1378-1381 - Documenti; Esposizioni - Venezia - 1981; Guerra di Chioggia <1379-1381>; Venezia (repubblica) - storia; XIV"
"VEA0045659";"Gramigna, Silvia";1981;"Scuole di arti mestieri e devozione a Venezia";"arts";"schools; crafts; religion";;"renaissance; xvii; xviii; xix";"ARTE - Venezia - Storia; VENEZIA - Corporazioni - Storia; CONFRATERNITE - Venezia; Arte - Venezia - sec. 15.-18.; Venezia - Vita artistica e culturale - Sec. 15.-19.; Venezia - Edifici di culto"
"FER0149528";"introduzione e revisione di Margherita Obici";1981;"Maschere e travestimenti nella tradizione del carnevale di Venezia";"history";"social; entertainment";;;"USI E COSTUMI IN OCCASIONI PARTICOLARI. CARNEVALE. Venezia (prov.); MASCHERE - Venezia - Storia; VENEZIA - Carnevale"
"MIL0047683";"Muir, Edward";1981;"Civic ritual in renaissance Venice";"history";"social; government";;"renaissance";"RINASCIMENTO; VENEZIA <REPUBBLICA>; Cerimonie - Venezia (Repubblica) - Sec. 16.-18.; Riti - Venezia ; XVI-XVIII"
"RAV0148589";"Lebe, Reinhard";1981;"Quando San Marco approdò a Venezia : il culto dell'evangelista e il miracolo politico della Repubblica di Venezia";"history";"social; religion";;;"VENEZIA (PROV.); VENEZIA <REPUBBLICA> - Storia; MARCO EVANGELISTA <SANTO> - Culto - Venezia; MARCO <SANTO> - Culto; Venezia-Basilica Marciana; Agiografia-agiologia; Venezia - Storia - Medioevo; Venezia(Repubblica) - Storia"
"VEA0058290";"De Biasi, Mario";1981;"Toponomastica a Venezia";"architecture";"urban";;;"TOPONOMASTICA - Venezia"
"RAV0053533";"catalogo a cura di Rosa Barovier Mentasti ... °et al";1982;"Mille anni di arte del vetro a Venezia : Venezia, Palazzo Ducale Museo Correr, 24 luglio-24 ottobre 1982";"arts";"crafts";"catalogue";;"ARTE VETRARIA; ARTE VETRARIA - Venezia - Storia - Esposizioni - Venezia - 1982; ARTE VETRARIA - Storia - Esposizioni"
"VEA1007449";;1982;"Un popolo di verieri : mille anni di lavoro e di lotte dei vetrai di Murano e Venezia";"history";"crafts";;;"LAVORATORI DEL VETRO - Venezia - Organizzazione sindacale; Lavoratori del vetro - Storia - Venezia; Industria manifatturiera - Venezia"
"VEA0006806";"Musei civici veneziani";1982;"Il ruggito del leone : 150 stampe satiriche 1797-1860";"history";"culture; books";"catalogue";"xviii; xix";"INCISIONE E STAMPE. Venezia; STAMPE POPOLARI VENETE - 1797-1860 - Esposizioni - Venezia - 1982; SATIRA POLITICA - Incisioni - Venezia - 1797-1860 - Esposizioni - Venezia - 1982; STAMPE POPOLARI; SATIRA POLITICA - Incisioni; Venezia-18. sec; Venezia-19. sec; Esposizioni - Venezia - 1982; stampe; Editoria - Venezia; XVIII-XIX"
"LO10100280";"a cura di Lionello Puppi";1982;"Palladio e Venezia";"arts";"individuals";;;"Architettura. Italia.; PALLADIO, ANDREA - Venezia; Palladio, Andrea; Architettura - Venezia"
"SBL0612734";"Bassi, Elena";1982;"Tre palazzi veneziani della Regione Veneto : Balbi, Flangini-Morosini, Molin";"architecture";"palaces";;;"EDIFICI DI ABITAZIONE; VENEZIA - Palazzo Balbi; VENEZIA - Palazzo Flangini Fini; VENEZIA - Palazzo Morosini; VENEZIA - Palazzo Molin; Venezia - Palazzo Flangini-Morosini; Architettura - Venezia"
"SBL0606496";"Pignatti, Terisio";1982;"Palazzo Labia a Venezia";"architecture";"palaces";;;"EDIFICI DI ABITAZIONE; VENEZIA - Palazzo Labia"
"SBL0636208";;1982;"Aspetti e momenti della diplomazia veneziana : mostra documentaria, 26 giugno-26 settembre 1982";"history";"politics";"catalogue";"middle ages; renaissance; xvii; xviii";"RELAZIONI INTERNAZIONALI, POLITICA INTERNAZIONALE; AMBASCIATORI - Relazioni; DIPLOMAZIA - Venezia <Repubblica> - Sec. 13.-18. - Esposizioni - Venezia - 1982; Esposizioni - Venezia - 1982; Venezia <Repubblica> - Diplomazia - Esposizioni"
"VIA0007015";"Ruggiero, Guido";1982;"Patrizi e malfattori : la violenza a Venezia nel primo Rinascimento";"history";"social; elites";;"renaissance";"VENEZIA (PROV.); CRIMINALITA - Sec. 16.; DELINQUENZA - Venezia - Sec. 16.; VIOLENZA - Venezia - Sec. 16.; Venezia - Rinascimento; Delinquenza - Venezia ; XIV-XV"
"RAV0149146";"Pullan, Brian";1982;"La politica sociale della Repubblica di Venezia, 1500-1620";"history";"social; government";;"renaissance";"STORIA DI VENEZIA (PROV.); Ebrei - Venezia (Repubblica; Monti di Pietà; Storia sociale - Venezia ; XVI-XVII"
"VEA0078911";"Museo Correr";1982;"Venezia : piante e vedute";"architecture";"urban";;;"RAPPRESENTAZIONI GRAFICHE DELLA SUPERFICIE TERRESTRE. Venezia (prov.); MUSEO CORRER - Cataloghi; VENEZIA - Museo Correr - Biblioteca - Cataloghi; VENEZIA - Carte geografiche - Venezia - Museo Correr - Biblioteca; CARTE GEOGRAFICHE; Carte geografiche - Venezia - Museo Correr; Venezia - Museo Correr - Fondo cartografico a stampa - Cataloghi"
"VIA0034603";"Lieberman, Ralph";1982;"L' architettura del Rinascimento a Venezia : 1450-1540";"architecture";;;"renaissance";"ARCHITETTURA - Venezia - Sec. 16.; ARCHITETTURA - Sec. 16.; Venezia-16. sec; Venezia-15. sec; Venezia-architettura; Architettura - Venezia; XV-XVI"
"SBL0315480";"Norwich, John Julius";1982;"Storia di Venezia";"history";;;"renaissance; xvii; xviii";"Venezia -Storia ; XV-XVIII"
"CFI0001234";"Vecchi, Maurizia";1983;"Chiese e monasteri medioevali scomparsi della laguna superiore di Venezia : ricerche storico-archeologiche";"architecture";"archeology; churches";;"middle ages";"EDIFICI PER IL CULTO; MONASTERI - Laguna di Venezia; CHIESE - Laguna di Venezia"
"TO00106920";"a cura di Gabriele Mazzucco";1983;"Monasteri benedettini nella laguna veneziana : catalogo di mostra";"architecture";"churches";"catalogue";;"VENEZIA - Biblioteca nazionale Marciana - Cataloghi; VENEZIA - Monasteri benedettini - Storia - Esposizioni - Venezia - 1983; MONASTERI BENEDETTINI; Benedettini - Venezia; Monasteri - Venezia"
"SBL0607898";"Comastri, Enrico";1983;"La Chiesa di Santa Caterina e l'isola di Mazzorbo";"architecture";"churches";;;"VENEZIA (PROV.); MAZZORBO <VENEZIA> - Storia; MAZZORBO <VENEZIA> - Chiesa di Santa Caterina - Storia; Architettura monastica; Mazzorbo (Ve) - Chiesa di Santa Caterina; Mazzorbo; Venezia - isole"
"CFI0002093";"Bellavitis, Giorgio";1983;"L'arsenale di Venezia : storia di una grande struttura urbana";"architecture";"industry";;;"EDIFICI PUBBLICI; VENEZIA - Storia; VENEZIA - Arsenale - Storia; Cantieri navali - Venezia"
"SBL0612718";"Pizzarello, Ugo";1983;"Pietre e legni dell'arsenale di Venezia";"architecture";"industry";;;"EDIFICI MILITARI; VENEZIA - Arsenale - Storia; Venezia-Arsenale"
"VEA0052603";"Romano Chirivi ... [et al.";1983;"L'arsenale dei veneziani";"history";"industry";;;"ARSENALE - Storia; Arsenale di Venezia"
"CFI0004326";"Guérin Dalle Mese, Jeannine";1983;"Una cronaca vicentina del Cinquecento";"history";"mainland";"primary";"renaissance";"VICENZA (PROV.); VICENZA; Vicenza ; XVI"
"VIA0034501";"a cura di Giuseppe Pavanello, Giandomenico Romanelli";1983;"Venezia nell'Ottocento : immagini e mito";"history";"myth";"catalogue";"xix";"ALTRI TEMI E MOTIVI DI PITTURA; VENEZIA NELLA PITTURA - Sec. 19. - Esposizioni - Venezia - 1983-1984; VENEZIA - Esposizioni - 1983-1984; Esposizioni - Venezia - 1984-85; Venezia - pittura; XIX"
"CFI0038760";"Levey, Michael";1983;"La pittura a Venezia nel diciottesimo secolo";"arts";"painting";;"xviii";"Pittura. Italia; PITTURA - Sec. 18.; PITTURA - Venezia - Sec. 18.; Venezia - Arte - Sec. 18; Arte - Venezia; XVIII"
"MIL0088234";"Grendler, Paul F";1983;"L'inquisizione romana e l'editoria a Venezia : 1540-1605";"history";"books; religion";;"renaissance";"EDITORIA. Venezia; EDITORIA; CENSURA DI STAMPA - Sec. 16.; STAMPA - Venezia - 1540-1605; EDITORIA - Sec. 16.; CENSURA DI STAMPA - Venezia - 1540-1605; Inquisizione; Editoria e Inquisizione - Venezia - Sec. 16.-17; Inquisizione - Censura di stampa - Venezia - Sec. 16.-17; Editoria - Venezia; XVI-XVII"
"MIL0063781";"Semi, Franca";1983;"Carità e assistenza a Venezia";"history";"social; government";;;"; Venezia; VENEZIA - Istituti di assistenza; VENEZIA - Ospedali; Ospizi"
"RAV0004079";"Royal Academy of Arts";1983;"The genius of Venice, 1500-1600";"arts";"painting";"catalogue";"renaissance";"; ARTE - Sec. 16.-17. - Esposizioni - Londra - 1983-1984; ARTE - Venezia - Sec. 16. - Esposizioni - Londra - 1983-84; Venezia-16. sec; Venezia-17. sec; Esposizioni - Londra - 1983; Arte - Venezia; XVI"
"VEA0041234";"Dorigo, Wladimiro";1983;"Venezia origini : fondamenti, ipotesi, metodi";"history";;;;"VENEZIA - Storia; Storia ecclesiastica - Venezia"
"RAV0049221";"Tozzi, Pierluigi";1984;"Eraclea veneta : immagine di una citta sepolta";"architecture";"archeology";;;"ARCHEOLOGIA; ERACLEA - Storia; ERACLEA - Storia; Venezia(Repubblica)- Storia"
"CFI0063215";"Morris, Jan";1984;"Sotto il segno di san Marco";"history";"empire";;"middle ages; renaissance; xvii; xviii";"STORIA DI VENEZIA (PROV.); VENEZIA <REPUBBLICA> - Storia; Venezia <Repubblica> - Sec. 13.-18.; COLONIE VENEZIANE - Sec. 13.-18. - Descrizioni e viaggi; COLONIE - Sec. 13.-18.; Venezia <Repubblica> - Storia marittima; Flotta veneziana"
"VEA0124876";"Ravoux Rallo, Elisabeth";1984;"La femme à Venise au temps de Casanova";"history";"gender";;"xviii";"CORTIGIANE; DONNA - Posizione sociale - Venezia - Sec. 18.; Donna - Venezia; Donna - Condizioni sociali - Venezia - 18. sec.; Donne - Venezia; XVIII"
"UFI0331870";"Unrau, John";1984;"Ruskin and St. Mark's";"architecture";"individuals";"primary";"xix";"Architettura di cattedrali. Venezia; ARCHITETTURA DI CATTEDRALI. Venezia; VENEZIA - Chiesa di San Marco - Fonti letterarie; Ruskin, John - Studi architettonici; Venezia - Chiesa di San Marco - Studi; Ruskin, John - Viaggi - Venezia; Venezia-Basilica Marciana; Ruskin, John <1819-1900>; Ruskin, John - San Marco(basilica)"
"CFI0075856";"De Biasi, Mario";1984;"Malamocco : una terra da riscoprire";"history";"lagoon";;;"STORIA DI VENEZIA (PROV.); MALAMOCCO <VENEZIA>; Venezia - Malamocco - Storia"
"IEI0009046";"De Grassi, Marino";1984;"L' editoria illustrata veneziana del Settecento : gli autori friulani";"history";"books";"catalogue";"xviii";"EDITORIA. STORIA; EDITORIA - Venezia - Sec. 18.; FRIULI-VENEZIA GIULIA - Cultura - Sec.18.; Editoria-arte tipografica; Venezia - Editoria; Friuli Venezia Giulia; Esposizioni - Grado - 1984"
"CFI0056764";"Curi Nicolardi, Silvia";1984;"Una società tipografico-editoriale a Venezia nel secolo 16. : Melchiorre Sessa e Pietro di Ravani, 1516-1525";"history";"books; individuals";;"renaissance";"BIBLIOGRAFIE E CATALOGHI DI OPERE PER LUOGO DI PUBBLICAZIONE. Venezia (prov.). Libri rari; EDITORIA; VENEZIA - Storia; SESSA & [E] RAVANI <TIPOGRAFIA MELCHIORRE SESSA E PIETRO DI RAVANI> - Annali tipografici; EDITORIA - Venezia - Sec. 16.; Editoria - Venezia ; XVI"
"CFI0059405";"Lowry, Martin";1984;"Il mondo di Aldo Manuzio : affari e cultura nella Venezia del Rinascimento";"history";"books; individuals";;"renaissance";"; EDITORIA. PERSONE COLLEGATE COL SOGGETTO; Manuzio, Aldo; MANUZIO, ALDO; Tipografia - Venezia - Sec. 15.-16.; Manuzio, Aldo - Attivita editoriale; Manuzio, Aldo - Cultura; Editoria - Venezia - Sec. 15.; Manuzio, Aldo (1450-1515); Editoria - Venezia ; XV-XVI"
"CFI0058284";"Meneghetti, Francesca";1984;"I vagabondi : la società e lo Stato nella Repubblica di Venezia alla fine del '700";"history";"social; government";;"xviii";"CRIMINOLOGIA. Reati; VAGABONDI - Venezia <Repubblica> - Sec. 18.; VAGABONDI - Sec. 18.; VENEZIA <REPUBBLICA> - Condizioni economiche e sociali - Sec. 18.; Poveri - Venezia(Repubblica); XVIII"
"VEA0036696";"Marchesi, Pietro";1984;"Fortezze veneziane : 1508-1797";"architecture";"war";;"renaissance; xvii; xviii";"EDIFICI MILITARI; FORTIFICAZIONI - Venezia <Repubblica> - Sec. 16.-18.; ARCHITETTURA MILITARE - Venezia <Repubblica> - Sec. 16.-18.; FORTIFICAZIONI VENEZIANE - 1508-1797; VENEZIA <REPUBBLICA> - Fortificazioni; FORTIFICAZIONI; Venezia-architettura; Venezia - Forti - 1508-1797; Venezia - Fortificazioni - 1508-1797; Venezia (repubblica> - fortificazioni; XVI-XVIII"
"PUV0321764";"Mallett, Michael";1984;"The military organization of a renaissance state : Venice c. 1400 to 1617";"history";"war";;"renaissance";"VENEZIA <REPUBBLICA> - Forze armate - Sec. 15.-17.; Venezia (Repubblica) - Storia - Sec.15.-17.; Venezia (Repubblica) - Politica militare; Venezia <Repubblica>; Venezia (Repubblica) - Politica militare; Arte e scienze militari; Politica militare - Venezia(Repubblica) ; XV-XVII"
"CFI0027655";"Zorzi, Alvise";1984;"Venezia scomparsa";"architecture";"monuments";;;"STORIA DI VENEZIA (PROV.); Venezia; VENEZIA - Edifici; Venezia - Monumenti; MONUMENTI - Guide; Venezia - Edifici distrutti - Storia; Architettura - Venezia"
"VEA0053038";"Muraro, Michelangelo";1985;"La vita nelle pietre : sculture marciane e civilta veneziana del Duecento";"architecture";"arts";;"middle ages";"Architettura di edifici per chiese cristiane. Venezia provincia.; VENEZIA - Chiesa di San Marco - Sculture; CHIESA DI SAN MARCO - Sculture; Venezia-Basilica Marciana; Venezia-13. sec; Scultura-13. sec; San Marco (basilica) - scultura"
"VEA0010594";"a cura di Giovanni Caniato";1985;"Arte degli squerarioli";"arts";"crafts; guilds";;;"INGEGNERIA NAVALE E ARTE MARINARA. IMBARCAZIONI; CANTIERI NAVALI - Venezia - Storia; NAVI - Costruzione - Venezia; ARTE DEGLI SQUERARIOLI; Cantieri navali - Venezia"
"PUV0001953";"Lane, Frederic Chapin";1985;"Money and banking in medieval and Renaissance Venice";"history";"economics; finance";;"renaissance";"; Moneta - Venezia - Storia; Banche - Venezia - Storia ; XII-XVI"
"PUV0344807";"Rösch, Gerhard";1985;"Venezia e l'Impero : 962-1250";"history";"empire";;"middle ages";"COMMERCIO INTERNAZIONALE. Venezia (prov.)-Europa centrale; VENEZIA <REPUBBLICA> E SACRO ROMANO IMPERO - Relazioni economiche e commerciali - Sec. 10.-13.; SACRO ROMANO IMPERO E VENEZIA - Relazioni economiche e commerciali - Sec. 10.-13.; Venezia (Repubblica) e Sacro romano impero - 962-1806 - Relazioni economichee commerciali - 962-1250; Venezia - Commercio - Sec. 10.-13.; Venezia(Repubblica) - Commercio ; X-XIII"
"VEA0058146";"a cura di Nelli-Elena Vanzan Marchini";1985;"La memoria della salute: Venezia e il suo ospedale dal 16. al 20. secolo";"history";"government; health";"catalogue";"renaissance; xvii; xviii; xix";"Servizi di ospedali e istituti affini. Venezia.; Esposizioni - Venezia - 1985; VENEZIA - Ospedali - Storia - Sec. 16.-20. - Esposizioni - Venezia - 1985; Venezia-sanità, assistenza; Sanita' pubblica - Venezia - Storia ; XVI-XX"
"VEA1063322";"Vidal, Gore";1985;"Vidal in Venice";"history";"individuals";;;"Venezia - Descrizioni e viaggi - 1985; Viaggiatori - Venezia"
"UBO0025792";"catalogo a cura di Maria Francesca Tiepolo ... et al.!";1985;"Ambiente scientifico veneziano tra cinque e seicento : testimonianze d'archivio";"history";"intellectual";"catalogue";"renaissance; xvii";"STORIA DI VENEZIA (PROV.); ARCHIVI DI STATO - Documenti; CULTURA SCIENTIFICA - Venezia <Repubblica> - Sec. 15.-16. - Fonti archivistiche - Esposizioni - Venezia - 1985; SCIENZE - Sec. 15.-16. - Esposizioni - Venezia - 1985; Esposizioni - Venezia - ""Ambiente scientifico veneziano tra cinque e seicento"" - 1985; Venezia - Vita scientifica - Sec. 16.-17. - Esposizioni - 1985"
"CFI0088274";"Sullam Reinisch, Giovannina";1985;"Il ghetto di Venezia, le sinagoghe e il museo";"history";"jews";;;"STORIA DI VENEZIA (PROV.); VENEZIA - Ghetto - Storia; GHETTO - Storia; Ebrei - Italia - Venezia; Ghetto; Ghetto - Venezia; Ebrei - Venezia"
"CFI0023138";"Pullan, Brian";1985;"Gli ebrei d'Europa e l'Inquisizione a Venezia dal 1550 al 1670";"history";"jews; religion";;"renaissance; xvii";"STORIA DI VENEZIA (PROV.). Ebrei; Inquisizione - Venezia - Sec. 16.-17.; EBREI - Venezia - Sec. 16.-17.; Ebrei - Venezia - Sec. 16.-18.; Inquisizione - Venezia - Sec. 16.-18.; Ebrei - Venezia; XVI-XVII"
"CFI0243607";"Cairns, Christopher";1985;"Pietro Aretino and the Republic of Venice : researches on Aretino and his circle in Venice, 1527-1556";"history";"literature";;"renaissance";"LETTERATURA ITALIANA. 1542-1585; ARETINO, PIETRO - Venezia; ARETINO, PIETRO; Venezia-16. sec; Aretino, Pietro <1492-1556>; Aretino, Pietro - Periodo veneziano - 1527-1556 - Sec. 16.; Cultura - Venezia; XVI"
"VIA0040760";"Coccon, Gino";1985;"La Venezia di Terra : 1381-1797";"history";"mainland";;"renaissance; xvii; xviii";"STORIA DI VENEZIA (PROV.); VENEZIA <REPUBBLICA> - Storia - Sec. 14.-18.; VENEZIA - Storia; STORIA - Sec. 14.-18.; Terraferma veneziana; Venezia (Repubblica) - Storia - 1381-1797; Terraferma veneziana - Storia - 1381-1797; Venezia (repubblica) - storia; XIV-XVIII"
"VEA1112696";"G. Conton, G. Formenton";1985;"Abbondia Borgo Cazoxana : la nascita delle frazioni miresi";"history";"mainland";;;"MIRA - Storia; Mira"
"VEA0007767";"Rubin de Cervin, G. B";1985;"La flotta di Venezia : navi e barche della Serenissima";"history";"maritime";;;"IMBARCAZIONI - Venezia - Storia; IMBARCAZIONI - Storia; Navigazione - Venezia(Repubblica) - Storia"
"VEA0001100";"Selfridge-Field, Eleanor";1985;"Pallade Veneta : writings on music in Venetian society";"arts";"music";;"xvii; xviii";"FORME VOCALI DRAMMATICHE; Pallade Veneta <periodico> - 1687-1750 - Antologie; Musica - Venezia - 1650-1750; Pallade Veneta <periodico>; Musica vocale - Venezia - 1650-1750; Musica - Venezia; XVII-XVIII"
"VEA0126131";"Terzuoli Marcello, Matilde";1985;"Palazzo Dario : la memoria dei fasti di Bisanzio nella Venezia del primo rinascimento";"architecture";"palaces";;"renaissance";"Architettura di palazzi e castelli. Venezia.; VENEZIA - Ca' Dario; VENEZIA - Palazzo Dario; PALAZZO DARIO; Architettura - Venezia; XV"
"CFI0084248";"Ruggiero, Guido";1985;"The boundaries of eros : sex crime and sexuality in Renaissance Venice";"history";"social";;"renaissance";"ISTITUZIONI ATTINENTI ALLE RELAZIONI TRA I SESSI. VENEZIA <PROV.>; SESSO; MATRIMONIO; Costumi sessuali - Venezia - Sec. 14.-15.; Delitti sessuali - Venezia - Sec. 14.-15.; Matrimonio - Venezia - Sec. 14.-15.; Costumi sessuali - Venezia; XV-XVI"
"CFI0086028";;1985;"Nascere a Venezia: dalla Serenissima alla prima guerra mondiale";"history";"social";;"renaissance";"CULTURA E ISTITUZIONI. MATRIMONIO E FAMIGLIA; MATERNITA - Venezia - Sec. 16.-20.; PARTO - Venezia - Sec. 16.-20.; VENEZIA - Storia sociale - Sec.16.-20.; STORIA SOCIALE - Sec.16.-20.; MATERNITA - Sec.16.-20.; Maternità - Venezia - Sec. 16.-20.; Parto - Venezia - Sec. 16.-20.; Venezia - Storia sociale - Sec. 16.-20.; Venezia - storia sociale"
"CFI0107786";"Bellavitis, Giorgio";1985;"Le città nella storia d'Italia";"history";"urban";;;"PIANI E PIANIFICAZIONE MUNICIPALE. Venezia (prov.); ARCHITETTURA - Venezia - Storia; Venezia - Urbanistica; Urbanistica - Venezia - Storia; Venezia - Storia"
"CFI0082586";"Goy, Richard John";1985;"Chioggia and the villages of the Venetian lagoon : studies in urban history";"architecture";"urban; lagoon";;;"STORIA DI VENEZIA (PROV.); VENEZIA - Storia; CHIOGGIA - Urbanistica; ISOLE - Laguna di Venezia - Urbanistica; Urbanistica - Venezia; Laguna di Venezia - Vita sociale - Storia; Chioggia - urbanistica"
