"","age_category","author","availability","core","id","in_degree","is_cited","is_citing","lb","out_degree","place","publ_country","publ_language","title","type_category","year","topicality_final","topicality","bridging_final","community_max"
"IEI0034257","3.0","Cessi, Roberto","81","True","32642","16","True","False","False","0","Roma","IT","ita","Politica ed economia di Venezia nel Trecento : saggi","3.0","1952.0","0.4642857142857143","1.0","-0.7980769230769231","history"
"IEI0051627","3.0","Boucher, Bruce","26","True","29156","13","True","False","False","0","New Haven","US","eng","The sculpture of Jacopo Sansovino","3.0","1991.0","-0.17647058823529416","0.8235294117647058","0.22887700534759364","arts"
"IEI0072107","3.0","Torcellan, Gianfranco","47","True","28379","26","True","False","False","0","Venezia","IT","ita","Una figura della Venezia settecentesca: Andrea Memmo : ricerche sulla crisi dell'aristocrazia veneziana","3.0","1963.0","0.27962853773584906","0.9905660377358491","-0.5815153301886793","history"
"IEI0079101","3.0","Costantini, Massimo","41","True","939","10","True","False","False","0","Venezia","IT","ita","L'albero della libertà economica : il processo di scioglimento delle corporazioni veneziane","3.0","1987.0","0.20833333333333337","0.8333333333333334","0.25","history"
"IEI0082303","3.0","Thiriet, Freddy","16","True","26452","14","True","False","False","0","Paris","FR","fre","Histoire de Venise","3.0","1952.0","0.375","1.0","-0.8257575757575757","history"
"IEI0111134","3.0","a cura di Stefano Gasparri, Giovanni Levi e Pierandrea Moro","79","True","10982","13","True","False","False","0","Bologna","IT","ita","Venezia : itinerari per la storia della città","2.0","1997.0","0.4519450800915332","0.9782608695652174","-0.7036613272311213","history"
"LI30002080","2.0","Molmenti, Pompeo","5","True","6622","10","True","False","False","0","Bergamo","IT","ita","La storia di Venezia nella vita privata : dalle origini alla caduta della Repubblica","3.0","1906.0","-0.3375","0.6","0.83125","arts"
"LIA0011260","2.0","Paoletti, Ermolao","20","True","4551","46","True","False","False","0","Venezia","IT","ita","Il fiore di Venezia ossia i quadri, i monumenti, le vedute, ed i costumi veneziani","2.0","","0.017777712960667325","0.7225130890052356","0.18439090551123682","architecture"
"LIA0012537","2.0","","2","True","26997","58","True","False","False","0","Venezia","IT","ita","Venezia e le sue lagune","3.0","1847.0","-0.24755805288703603","0.6166394779771615","0.29684678334306747","history"
"LIA0012925","2.0","Zanotto, Francesco","20","True","32869","13","True","False","False","0","Venezia","IT","ita","Il Palazzo ducale di Venezia","3.0","1853.0","-0.6000000000000001","0.3333333333333333","0.9833333333333333","architecture"
"LIA0036859","2.0","Nani Mocenigo, Mario","2","True","14189","21","True","False","False","0","Roma","IT","ita","Storia della Marina veneziana da Lepanto ala caduta della repubblica","3.0","1935.0","0.3200937461453065","0.9917355371900827","-0.5695078327371408","history"
"LIA0128816","3.0","Timofiewitsch, Wladimir","3","True","3361","12","True","False","False","0","Vicenza","IT","ger","La Chiesa del Redentore","3.0","1969.0","-0.2056277056277056","0.47619047619047616","0.0032467532467532756","architecture"
"LIA0607562","2.0","Carrano, Francesco","6","True","24664","10","True","False","False","0","Genova","IT","ita","Della difesa di Venezia negli anni 1848-49 : narrazione","3.0","1850.0","0.09090909090909094","1.0","-0.2337662337662338","history"
"LIA0963830","3.0","Carlo Battisti","1","True","14163","10","True","False","False","0","Firenze","IT","ita","Dizionario etimologico italiano","2.0","1957.0","0.5","1.0","-0.275","history"
"LO10003659","3.0","Niero, Antonio","26","True","27301","27","True","False","False","0","Venezia","IT","ita","I patriarchi di Venezia : da Lorenzo Giustiniani ai nostri giorni","3.0","1961.0","0.4251700680272109","0.9251700680272109","-0.2834467120181406","history"
"LO10021755","3.0","Rylands, Philip","36","True","20748","13","True","False","False","0","Milano","IT","ita","Palma il Vecchio : l'opera completa","3.0","1988.0","0.14944356120826718","0.972972972972973","-0.26987281399046104","arts"
"LO10024137","3.0","Wolters, Wolfgang","61","True","30101","22","True","True","True","465","Venezia","IT","ita","Storia e politica nei dipinti di Palazzo Ducale : aspetti dell'autocelebrazione della Repubblica di Venezia nel Cinquecento","3.0","1987.0","-0.4755434782608695","0.4375","0.6884510869565217","history"
"LO10044872","3.0","Zorzi, Alvise","143","True","14030","10","True","False","False","0","Milano","IT","ita","La repubblica del leone : storia di Venezia","3.0","1979.0","0.3405172413793104","0.9655172413793104","-0.38038793103448276","history"
"LO10052464","3.0","Ventura, Angelo","120","True","14086","39","True","False","False","0","Bari","IT","ita","Nobiltà e popolo nella società veneta del '400 e '500","3.0","1964.0","0.32786166500061376","0.9959839357429718","-0.5748934603040985","history"
"LO10058269","3.0","a cura di Agostino Pertusi","42","True","4260","11","True","False","False","0","Firenze","IT","ita","La storiografia veneziana fino al secolo 16. : aspetti e problemi","3.0","1970.0","0.08552631578947367","0.875","-0.406798245614035","history"
"LO10063130","3.0","Concina, Ennio","108","True","31795","19","True","False","False","0","Roma","IT","ita","La macchina territoriale : la progettazione della difesa nel Cinquecento veneto","3.0","1983.0","-0.045397225725094636","0.6923076923076923","0.09410466582597732","architecture"
"LO10064697","3.0","Dorigo, Wladimiro","10","True","36080","33","True","False","False","0","Milano","IT","ita","Venezia origini : fondamenti, ipotesi, metodi","3.0","1983.0","-0.20601667039248883","0.580110497237569","0.24299811579855013","architecture"
"LO10094975","3.0","Vitali, Achille","15","True","34391","15","True","False","False","0","Venezia","IT","ita","La moda a Venezia attraverso i secoli : lessico ragionato","2.0","1992.0","0.4177683765203596","0.9016393442622951","-0.6554732945531465","history"
"LO10095466","2.0","Tassini, Giuseppe","32","True","2510","11","True","False","False","0","Venezia","IT","ita","Curiosita veneziane","3.0","1915.0","-0.16346153846153844","0.46153846153846156","0.38701923076923084","architecture"
"LO10095818","2.0","Gattinoni, Gregorio","37","True","36169","13","True","False","False","0","Venezia","IT","ita","Il campanile di San Marco : monografia storica","3.0","1910.0","-0.09595959595959602","0.6818181818181818","0.12962962962962965","history"
"LO10097426","3.0","Maretto, Paolo","21","True","12344","19","True","False","False","0","Roma","IT","ita","L'edilizia gotica veneziana","3.0","1960.0","-0.1828817733990148","0.6206896551724138","0.03325123152709364","architecture"
"LO10099930","3.0","Meneghin, Vittorino","2","True","13445","24","True","False","False","0","Venezia","IT","ita","San Michele in Isola di Venezia","3.0","1962.0","0.011910215300045823","0.4864864864864865","0.28114979386165817","history"
"LO10101392","2.0","Gallo, Rodolfo","11","True","20345","10","True","False","False","0","Venezia","IT","ita","Una famiglia patrizia : i Pisani ed i palazzi di S. Stefano e di Stra","3.0","1945.0","-0.4655172413793104","0.5","0.8922413793103448","arts"
"LO10232297","2.0","Nolhac, Pierre : de","15","True","3359","12","True","False","False","0","Torino","IT","ita","Il viaggio in Italia di Enrico 3. re di Francia e le feste a Venezia, Ferrara, Mantova e Torino","3.0","1890.0","0.20123839009287925","0.7894736842105263","-0.19969040247678016","history"
"LO10243278","2.0","Apollonio, Ferdinando","26","True","32948","13","True","False","False","0","S.l","IT","ita","La chiesa e il convento di S. Stefano in Venezia","3.0","1911.0","-0.16447368421052633","0.625","0.5345394736842105","architecture"
"LO10243456","2.0","note di G. Morazzoni","50","True","20138","10","True","False","False","0","Milano","IT","ita","La moda a Venezia nel secolo 18","3.0","1931.0","0.0","0.7142857142857143","-0.4285714285714286","history"
"LO10244105","2.0","note di G. Morazzoni","45","True","19471","11","True","False","False","0","Milano","IT","ita","Il libro illustrato veneziano del Settecento","1.0","1943.0","-0.12605042016806722","0.5882352941176471","0.11764705882352944","history"
"LO10244909","2.0","a cura di Rodolfo Pallucchini","32","True","4628","10","True","False","False","0","Venezia","IT","ita","I capolavori dei musei veneti : catalogo della mostra","2.0","1946.0","0.5","1.0","-0.5416666666666666","arts"
"LO10247826","3.0","Museo Correr","69","True","32888","11","True","False","False","0","Venezia","IT","ita","Il Museo Correr di Venezia : dipinti del 17. e 18. secolo","2.0","1960.0","0.11428571428571432","0.7142857142857143","0.18952380952380954","history"
"LO10261764","3.0","Gottardi, Michele","52","True","25702","19","True","False","False","0","Milano","IT","ita","L'Austria a Venezia : società e istituzioni nella prima dominazione austriaca, 1798-1806","3.0","1993.0","0.2622950819672131","1.0","-0.5264344262295082","history"
"LO10307046","3.0","Pallucchini, Rodolfo","42","True","35196","25","True","False","False","0","Milano","IT","ita","La pittura veneziana del Seicento","3.0","1981.0","-0.19489868467827942","0.7844827586206896","0.3858869534305013","arts"
"LO10324513","2.0","Nani Mocenigo, Filippo","19","True","23898","11","True","False","False","0","Venezia","IT","ita","Della letteratura veneziana del secolo 19. : notizie ed appunti","3.0","1916.0","0.0","0.7894736842105263","0.26315789473684204","history"
"LO10330021","3.0","Lowry, Martin","45","True","35286","11","True","True","True","137","Oxford","GB","eng","The world of Aldus Manutius : business and scholarship in Renaissance Venice","3.0","1979.0","0.3405172413793104","0.9655172413793104","-0.25538793103448276","history"
"LO10330029","3.0","Grendler, Paul F","43","True","1339","33","True","True","True","117","Princeton, N.J","US","eng","The Roman Inquisition and the Venetian press, 1540-1605","3.0","1977.0","0.2099110706093077","0.9619771863117871","-0.5669798573358891","history"
"LO10330035","3.0","Gerulaitis, Leonardas Vytautas","24","True","15867","10","True","True","True","150","Chicago","US","eng","booksing and publishing in fifteenth-century Venice","3.0","1976.0","0.4","1.0","-0.2571428571428572","history"
"LO10341376","2.0","Moschetti, Andrea","34","True","36862","10","True","False","False","0","Padova","IT","ita","Il Museo civico di Padova : cenni storici e illustrativi","2.0","1938.0","0.0892857142857143","0.7142857142857143","-0.1473214285714286","arts"
"LO10346799","2.0","Lorenzetti, Giulio","31","True","10503","41","True","False","False","0","Venezia [ecc.","IT","ita","Venezia e il suo estuario : guida storico-artistica","2.0","1926.0","-0.21248246844319785","0.5483870967741935","0.12067554932211311","architecture"
"LO10370716","2.0","Luzio, Alessandro","24","True","27911","12","True","False","False","0","Milano","IT","ita","La Galleria dei Gonzaga venduta all'Inghilterra nel 1627-28 : documenti degli archivi di Mantova e Londra","1.0","1913.0","0.2222222222222222","1.0","-0.5666666666666667","arts"
"LO10381812","2.0","Cessi, Roberto","86","True","3870","13","True","False","False","0","Milano","IT","ita","Storia della Repubblica di Venezia","3.0","","0.07692307692307687","1.0","-0.5088578088578088","history"
"LO10395295","2.0","Marchesi, Vincenzo","57","True","26726","11","True","True","True","57","Venezia","IT","ita","Storia documentata della rivoluzione e della difesa di Venezia negli anni 1848-49 tratta da fonti italiane ed austriache","3.0","1916.0","0.21052631578947367","1.0","-1.0","history"
"LO10407673","2.0","edited by Rawdon Brown","5","True","9128","10","True","False","False","0","London","GB","eng","Preface to calendar of state papers and manuscripts, relating to english affairs, existing in the archives and collections of Venice, and in other libraries of northern Italy","3.0","","0.4","1.0","-0.5571428571428572","history"
"LO10414481","2.0","Quadri, Antonio","10","True","11883","10","True","False","False","0","Venezia","IT","ita","Descrizione topografica di Venezia e delle adjacenti lagune","2.0","1844.0","-0.10416666666666663","0.8333333333333334","0.5625","architecture"
"LO10424811","2.0","Renier Michiel, Giustina","29","True","13832","18","True","False","False","0","Venezia","IT","ita","Origine delle feste veneziane","3.0","1916.0","-0.2246376811594203","0.6086956521739131","0.12640901771336555","history"
"LO10428143","2.0","Rezasco, Giulio","46","True","7604","11","True","False","False","0","Firenze","IT","ita","Dizionario del linguaggio italiano storico ed amministrativo","2.0","1881.0","0.03448275862068961","1.0","-0.3371647509578544","history"
"LO10434428","2.0","Roberti, Melchiorre","3","True","1791","32","True","False","False","0","Padova","IT","ita","Le magistrature giudiziarie veneziane e i loro capitolari fino al 1300","1.0","1906.0","0.2022305285824565","0.9969325153374233","-0.5594198187949458","history"
"LO10466858","2.0","Ordine degli ingegneri","20","True","11105","13","True","False","False","0","Venezia","IT","ita","L'ingegneria a Venezia dell'ultimo ventennio","3.0","1887.0","-0.07177033492822965","0.45454545454545453","0.1148325358851674","architecture"
"LO10512321","2.0","Sottas, Jules","17","True","21526","16","True","False","False","0","Paris","FR","fre","Les messageries maritimes de Venise aux 14. et 15. siècles","3.0","1938.0","0.30000000000000004","1.0","-0.7333333333333333","history"
"LO10535522","3.0","Tassini, Giuseppe","19","True","26106","12","True","False","False","0","Venezia","IT","ita","Feste, spettacoli, divertimenti e piaceri degli antichi veneziani","3.0","1961.0","0.04492753623188406","0.9782608695652174","-0.4659420289855073","history"
"LO10621573","3.0","Sereni, Emilio","6","True","7767","10","True","False","False","0","Roma","IT","ita","Città e campagna nella storia d'Italia","3.0","1954.0","-0.08316430020283982","0.8823529411764706","0.5304259634888437","architecture"
"LO10725217","3.0","Sansovino, Francesco","39","True","7753","12","True","False","False","0","Bergamo","IT","ita","Venetia città nobilissima et singolare descritta in 14. libri","1.0","2002.0","-0.3405172413793104","0.625","0.6842672413793104","arts"
